               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  55,            0.030177,            0.017525,           0.0065828,             0.83759,             0.77557,             0.84235,             0.57774,            0.026978,           0.0086847,            0.004414,            0.004654,            0.004654,            0.004654
                  56,            0.030483,            0.017715,           0.0064643,             0.82669,             0.78698,             0.84025,             0.58371,            0.026959,           0.0086082,           0.0046441,            0.004555,            0.004555,            0.004555
                  57,            0.030372,            0.017425,           0.0063773,             0.85626,             0.74672,             0.84154,             0.57822,            0.027014,           0.0086102,           0.0041716,            0.004456,            0.004456,            0.004456
                  58,            0.030281,             0.01732,           0.0065039,               0.836,             0.78758,             0.83896,              0.5808,             0.02723,           0.0086096,           0.0047379,            0.004357,            0.004357,            0.004357
                  59,            0.030012,            0.017265,           0.0064394,             0.84268,              0.7898,              0.8374,             0.57354,            0.027125,            0.008688,           0.0041673,            0.004258,            0.004258,            0.004258
                  60,            0.030063,            0.017191,           0.0064873,             0.84694,             0.79465,             0.85059,             0.58535,            0.027112,            0.008627,           0.0038861,            0.004159,            0.004159,            0.004159
                  61,            0.029896,            0.017444,           0.0064079,             0.85337,             0.80484,             0.85267,             0.59416,            0.026931,           0.0084854,           0.0033086,             0.00406,             0.00406,             0.00406
                  62,            0.030104,            0.017275,           0.0064074,             0.87191,             0.79113,             0.85288,             0.59142,            0.027006,           0.0086364,           0.0032657,            0.003961,            0.003961,            0.003961
                  63,            0.030046,            0.017238,           0.0061659,             0.85287,             0.78936,             0.85062,             0.58872,            0.026323,           0.0086276,           0.0032049,            0.003862,            0.003862,            0.003862
                  64,            0.029281,             0.01718,           0.0057725,             0.84047,             0.79033,             0.84376,             0.59292,            0.026574,           0.0085516,           0.0038803,            0.003763,            0.003763,            0.003763
                  65,            0.029601,             0.01701,           0.0059807,             0.87041,             0.78049,             0.85442,             0.59984,            0.026384,           0.0085703,           0.0029494,            0.003664,            0.003664,            0.003664
                  66,            0.029152,            0.017182,           0.0058867,             0.86603,             0.80316,             0.85242,             0.59869,            0.025896,           0.0085341,           0.0024535,            0.003565,            0.003565,            0.003565
                  67,             0.02904,            0.016953,            0.005779,             0.86453,             0.80382,             0.84886,             0.59642,            0.025962,           0.0084985,           0.0026479,            0.003466,            0.003466,            0.003466
                  68,            0.028985,            0.016895,           0.0056392,             0.88127,             0.79181,             0.85348,             0.59549,            0.026801,           0.0084904,           0.0024066,            0.003367,            0.003367,            0.003367
                  69,            0.028866,            0.016798,           0.0055721,             0.87541,             0.79465,             0.85682,             0.60318,            0.026447,           0.0084765,           0.0021604,            0.003268,            0.003268,            0.003268
                  70,            0.028947,            0.016819,           0.0054835,             0.87737,             0.78074,             0.85949,             0.60462,            0.026302,            0.008483,           0.0025613,            0.003169,            0.003169,            0.003169
                  71,            0.029076,            0.016976,           0.0055081,             0.88575,             0.79755,             0.86088,             0.61054,            0.026281,           0.0083434,           0.0025603,             0.00307,             0.00307,             0.00307
                  72,            0.028473,            0.016584,           0.0052912,              0.8745,             0.79585,             0.86583,              0.6113,            0.026617,           0.0083685,           0.0024196,            0.002971,            0.002971,            0.002971
                  73,            0.028476,            0.016776,           0.0051081,             0.88648,             0.78704,             0.85963,             0.60434,             0.02665,           0.0083587,           0.0028885,            0.002872,            0.002872,            0.002872
                  74,             0.02795,            0.016678,           0.0052163,              0.8628,             0.78239,             0.86007,             0.60583,            0.026325,           0.0083476,           0.0026229,            0.002773,            0.002773,            0.002773
                  75,            0.028715,            0.016725,           0.0051041,             0.87019,             0.78456,             0.85832,             0.60757,            0.026258,           0.0082958,           0.0025824,            0.002674,            0.002674,            0.002674
                  76,            0.028163,            0.016293,           0.0051368,             0.88065,              0.7842,              0.8623,             0.61108,            0.026368,           0.0082964,           0.0026385,            0.002575,            0.002575,            0.002575
                  77,            0.028048,            0.016282,           0.0050386,             0.88861,             0.78438,             0.86314,             0.61184,            0.026423,           0.0083106,           0.0025966,            0.002476,            0.002476,            0.002476
                  78,            0.028109,            0.016198,           0.0048992,             0.88971,             0.78858,             0.86342,             0.61013,            0.026349,           0.0083445,           0.0027925,            0.002377,            0.002377,            0.002377
                  79,            0.027372,            0.016117,            0.004924,             0.89576,             0.79869,             0.86555,             0.61069,            0.026553,           0.0083586,           0.0025723,            0.002278,            0.002278,            0.002278
                  80,            0.027794,             0.01609,           0.0047486,             0.88677,             0.79967,             0.86549,             0.61239,            0.026716,            0.008326,           0.0024763,            0.002179,            0.002179,            0.002179
